,query_key,k,similarity
0,avatars___20210810--1306--FXN596,109,0.9755979236215353
1,avatars___20210817--0900--NRE683,145,0.9913329416885972
2,avatars___20210818--1332--CDR970,116,0.9381039701402187
3,avatars___20210819--0903--DOT682,195,1.0071513815782964
4,avatars___20210827--0906--KDA058,69,0.927557572722435
5,avatars___20210831--0815--XJT672,86,0.9487274847924709
6,avatars___20210901--0833--LAS440,198,1.008146421983838
7,avatars___20210902--0817--IFG774,214,1.0381384938955307
8,avatars___20210922--0839--UHV563,0,0.21921050548553467
9,avatars___20210928--0843--PAK800,5,0.8392145335674286
10,avatars___20210929--0827--MCR809,66,0.9099957346916199
11,avatars___20210929--1334--SKB942,98,0.9515073150396347
12,avatars___20211001--0855--KJJ701,179,0.9910311065614223
13,avatars___20211001--1304--XMY093,104,0.9337768480181694
14,avatars___20211006--0836--EID363,4,0.8308475166559219
15,avatars___20220114--0820--JZE802,120,0.9575617350637913
16,avatars___20220202--0844--THN461,202,1.0155235882848501
17,avatars___20220214--0846--HOS732,35,0.8871448561549187
18,avatars___20220215--0801--ONK705,15,0.9212630093097687
19,avatars___20220216--1324--ZSE894,75,0.9689343739300966
20,avatars___20220218--0839--XIT043,184,1.0037474290002137
21,avatars___20220303--1247--TAY503,27,0.878513015806675
22,avatars___20220304--1320--NNQ107,251,1.0798466056585312
23,avatars___20220307--1342--RGA575,32,0.8674943298101425
24,avatars___20220310--1128--ZSC414,62,0.9126132950186729
25,avatars___20220310--1336--XRZ540,244,1.0622119791805744
26,avatars___20220311--1115--NFU480,4,0.7745076715946198
27,avatars___20220314--1116--KMD200,77,0.9198404178023338
28,avatars___20220315--0818--HDZ165,201,1.0200445353984833
29,avatars___20220315--1053--FWC239,70,0.9140127673745155
30,avatars___20220401--0841--PHT202,46,0.9248333871364594
31,avatars___20220406--1314--PGO261,65,0.9259280860424042
32,avatars___20220407--0816--OYQ923,133,0.9802655186504126
33,avatars___20220412--1326--BGR645,60,0.9079544767737389
34,avatars___20220426--1126--SCG995,203,1.0075190030038357
35,avatars___20220510--0837--WFU321,73,0.9188180714845657
36,avatars___20220510--1051--OZZ515,146,0.9682403355836868
37,avatars___20220610--0901--TRP396,135,0.9611146822571754
38,avatars___20220614--1135--DNM410,116,0.9361001923680305
39,avatars___20220627--0812--BPM833,181,1.034433227032423
40,avatars___20220705--1055--JPG686,159,0.9767529666423798
41,avatars___20220711--1048--UGU718,6,0.8121056705713272
42,avatars___20220711--1300--BHC106,158,0.978352976962924
43,avatars___20220712--1040--JEH262,74,0.9202261716127396
44,avatars___20220714--1031--NAB660,6,0.8285873979330063
45,avatars___20220726--1314--HNU630,189,1.0210880395025015
46,avatars___20220727--1059--TMA321,44,0.9056207835674286
47,avatars___20220802--0838--IDD857,51,0.9028305634856224
48,avatars___20220805--1649--NCU289,147,0.9733370244503021
49,avatars___20220808--0809--DPE040,47,0.922678217291832
50,avatars___20220808--1036--IBX730,184,0.9836200047284365
51,avatars___20220809--1034--BJM420,3,0.7683165967464447
52,avatars___20220809--1321--UTC375,66,0.9063598662614822
53,avatars___20220811--1704--HAZ933,142,0.9804118983447552
54,avatars___20220812--1031--KVG225,140,0.9727991707623005
55,avatars___20220815--0815--GZL442,193,1.0044132401235402
56,avatars___20220815--1041--FZC097,5,0.8216914683580399
57,avatars___20220815--1307--BMP511,82,0.9684535898268223
58,avatars___20220815--1656--MOP211,8,0.839039608836174
59,avatars___20220818--1304--VCN655,158,0.9761557318270206
