,query_key,k,similarity
0,avatars___20210810--1306--FXN596,0,0.09573578834533691
1,avatars___20210817--0900--NRE683,0,0.006618916988372803
2,avatars___20210818--1332--CDR970,0,0.03670048713684082
3,avatars___20210819--0903--DOT682,0,0.03389620780944824
4,avatars___20210827--0906--KDA058,0,0.10609406232833862
5,avatars___20210831--0815--XJT672,0,0.26080310344696045
6,avatars___20210901--0833--LAS440,0,0.011333286762237549
7,avatars___20210902--0817--IFG774,0,0.0013010501861572266
8,avatars___20210922--0839--UHV563,0,0.02075415849685669
9,avatars___20210928--0843--PAK800,0,0.015184521675109863
10,avatars___20210929--0827--MCR809,0,0.0007698535919189453
11,avatars___20210929--1334--SKB942,0,0.0015480518341064453
12,avatars___20211001--0855--KJJ701,0,0.001541733741760254
13,avatars___20211001--1304--XMY093,0,0.014827132225036621
14,avatars___20211006--0836--EID363,0,0.0026838183403015137
15,avatars___20220114--0820--JZE802,0,0.003814220428466797
16,avatars___20220202--0844--THN461,0,0.002200007438659668
17,avatars___20220214--0846--HOS732,0,0.0005490779876708984
18,avatars___20220215--0801--ONK705,0,0.017023086547851562
19,avatars___20220216--1324--ZSE894,0,0.02117830514907837
20,avatars___20220218--0839--XIT043,0,0.001307666301727295
21,avatars___20220303--1247--TAY503,0,0.0007879734039306641
22,avatars___20220304--1320--NNQ107,0,0.012660026550292969
23,avatars___20220307--1342--RGA575,46,0.9348862767219543
24,avatars___20220310--1128--ZSC414,0,0.0009987950325012207
25,avatars___20220310--1336--XRZ540,0,0.0009785890579223633
26,avatars___20220311--1115--NFU480,0,0.06341874599456787
27,avatars___20220314--1116--KMD200,0,0.0011829733848571777
28,avatars___20220315--0818--HDZ165,0,0.0018324851989746094
29,avatars___20220315--1053--FWC239,0,0.0042375922203063965
30,avatars___20220401--0841--PHT202,0,0.14166420698165894
31,avatars___20220406--1314--PGO261,0,0.05826699733734131
32,avatars___20220407--0816--OYQ923,0,0.028704404830932617
33,avatars___20220412--1326--BGR645,0,0.0004724264144897461
34,avatars___20220426--1126--SCG995,0,0.0025968551635742188
35,avatars___20220510--0837--WFU321,0,0.0009629726409912109
36,avatars___20220510--1051--OZZ515,0,0.2056347131729126
37,avatars___20220610--0901--TRP396,0,0.001429736614227295
38,avatars___20220614--1135--DNM410,0,0.26211655139923096
39,avatars___20220627--0812--BPM833,0,0.07009834051132202
40,avatars___20220705--1055--JPG686,0,0.029646635055541992
41,avatars___20220711--1048--UGU718,0,0.029633164405822754
42,avatars___20220711--1300--BHC106,0,0.012820243835449219
43,avatars___20220712--1040--JEH262,0,0.019508540630340576
44,avatars___20220714--1031--NAB660,0,0.020346522331237793
45,avatars___20220726--1314--HNU630,0,0.0016614794731140137
46,avatars___20220727--1059--TMA321,0,0.0015024542808532715
47,avatars___20220802--0838--IDD857,0,0.006498932838439941
48,avatars___20220805--1649--NCU289,0,0.012474119663238525
49,avatars___20220808--0809--DPE040,0,0.0003268122673034668
50,avatars___20220808--1036--IBX730,1,0.6752103567123413
51,avatars___20220809--1034--BJM420,0,0.0006676316261291504
52,avatars___20220809--1321--UTC375,0,0.004795730113983154
53,avatars___20220811--1704--HAZ933,0,0.01029825210571289
54,avatars___20220812--1031--KVG225,0,0.00425344705581665
55,avatars___20220815--0815--GZL442,0,0.000777125358581543
56,avatars___20220815--1041--FZC097,0,0.00020802021026611328
57,avatars___20220815--1307--BMP511,0,0.00020205974578857422
58,avatars___20220815--1656--MOP211,0,0.022445857524871826
59,avatars___20220818--1304--VCN655,0,0.16954278945922852
60,avatars___20220818--1653--SSF476,0,0.00036662817001342773
61,avatars___20220819--0803--BUS250,0,0.0011720061302185059
62,avatars___20220819--1313--NYY338,0,0.0007464885711669922
63,avatars___20220824--0804--GTU803,0,0.000380098819732666
64,avatars___20220829--0836--KSA222,0,0.00045627355575561523
65,avatars___20220830--1711--JZN879,0,0.06271785497665405
66,avatars___20220831--0751--CMS162,0,0.0002887248992919922
67,avatars___20220831--1047--ZUS575,0,0.005246222019195557
68,avatars___20220901--1305--LNP057,0,0.0012764930725097656
69,avatars___20221213--1425--VBY735,0,0.010374188423156738
70,avatars___20230106--1047--QCW581,0,0.01034080982208252
71,avatars___20230109--1327--NFS933,0,1.8596649169921875e-05
72,avatars___20230124--1415--KKF424,0,0.0003228187561035156
73,avatars___20230131--1229--WBX393,0,0.0022652149200439453
74,avatars___20230206--1354--MFS340,0,0.08296859264373779
75,avatars___20230207--1619--DTW301,0,0.0022759437561035156
76,avatars___20230213--0817--KGV285,0,0.0003992915153503418
77,avatars___20230222--1639--KYL945,0,0.01039212942123413
78,avatars___20230224--1102--UPC002,0,0.2824574112892151
79,avatars___20230224--1359--CMZ386,0,0.014374732971191406
80,avatars___20230227--1052--TXE513,0,0.012178361415863037
81,avatars___20230227--1659--TRT983,0,0.09438616037368774
82,avatars___20230228--1358--HUJ848,0,0.0003300309181213379
83,avatars___20230301--1646--VNS883,0,0.004228532314300537
84,avatars___20230302--0808--SEI058,0,0.0001983046531677246
85,avatars___20230302--1343--UWK768,0,3.8743019104003906e-05
86,avatars___20230302--1654--LVY864,0,0.04360055923461914
87,avatars___20230303--0802--EFQ599,0,0.000616610050201416
88,avatars___20230303--1634--ZKN852,0,0.0027860403060913086
89,avatars___20230306--0812--CYQ521,0,0.02174443006515503
90,avatars___20230306--1402--IXG477,0,0.002755403518676758
91,avatars___20230307--0805--FQC133,0,0.00019031763076782227
92,avatars___20230307--1648--KUG325,0,0.0010126829147338867
93,avatars___20230308--1352--BDF920,0,0.00496220588684082
94,avatars___20230308--1639--IKB041,0,0.0007545351982116699
95,avatars___20230309--0820--CPA784,0,0.036432623863220215
96,avatars___20230309--1343--RIM072,0,0.0067330002784729
97,avatars___20230310--1106--FCT871,0,0.0002187490463256836
98,avatars___20230313--0819--GCZ208,0,0.0002689957618713379
99,avatars___20230313--1653--RHL466,0,0.011452913284301758
100,avatars___20230314--1632--PFN770,0,0.05526214838027954
101,avatars___20230315--0816--TEA904,0,0.0017271637916564941
102,avatars___20230315--1638--UIS049,0,0.00014162063598632812
103,avatars___20230316--1103--BHK376,0,0.0008985996246337891
104,avatars___20230316--1356--GXR876,0,0.0026665925979614258
105,avatars___20230317--1054--GBQ558,0,0.0008538961410522461
106,avatars___20230317--1648--ONK818,0,3.141164779663086e-05
107,avatars___20230320--0810--ZJN985,0,0.00010031461715698242
108,avatars___20230322--0820--QHY185,0,0.005038559436798096
109,avatars___20230322--1706--IBQ026,0,0.0019457340240478516
110,avatars___20230323--1044--HRO745,0,0.0016145706176757812
111,avatars___20230323--1348--ZQK191,0,2.1696090698242188e-05
112,avatars___20230323--1656--MZL038,0,0.057982802391052246
113,avatars___20230324--0820--AEY864,0,0.015474438667297363
114,avatars___20230324--1118--ZZS850,0,0.0001952052116394043
115,avatars___20230324--1647--YWZ007,1,0.6601957678794861
116,avatars___20230327--1036--RSC756,0,0.022182881832122803
117,avatars___20230328--0800--BLY735,0,0.31875115633010864
118,avatars___20230328--1214--IEY203,0,0.00014597177505493164
119,avatars___20230330--0823--LMT312,0,0.00047892332077026367
