,query_key,k,similarity
0,avatars___20210810--1306--FXN596,0,0.015288174152374268
1,avatars___20210817--0900--NRE683,0,0.012766420841217041
2,avatars___20210818--1332--CDR970,0,0.0024645328521728516
3,avatars___20210819--0903--DOT682,0,0.011325061321258545
4,avatars___20210827--0906--KDA058,0,0.0039536356925964355
5,avatars___20210831--0815--XJT672,0,0.0015178322792053223
6,avatars___20210901--0833--LAS440,0,0.007494568824768066
7,avatars___20210902--0817--IFG774,0,0.0005513429641723633
8,avatars___20210922--0839--UHV563,0,0.005268871784210205
9,avatars___20210928--0843--PAK800,0,0.02632838487625122
10,avatars___20210929--0827--MCR809,0,0.0006648898124694824
11,avatars___20210929--1334--SKB942,0,0.0028382539749145508
12,avatars___20211001--0855--KJJ701,0,0.004097104072570801
13,avatars___20211001--1304--XMY093,0,0.00530850887298584
14,avatars___20211006--0836--EID363,0,0.0008723735809326172
15,avatars___20220114--0820--JZE802,0,0.000746607780456543
16,avatars___20220202--0844--THN461,0,0.00025659799575805664
17,avatars___20220214--0846--HOS732,0,0.0002053380012512207
18,avatars___20220215--0801--ONK705,0,0.029798030853271484
19,avatars___20220216--1324--ZSE894,0,0.025209367275238037
20,avatars___20220218--0839--XIT043,0,0.0010518431663513184
21,avatars___20220303--1247--TAY503,0,0.0005717277526855469
22,avatars___20220304--1320--NNQ107,0,0.0016568899154663086
23,avatars___20220307--1342--RGA575,0,0.0007901191711425781
24,avatars___20220310--1128--ZSC414,0,0.002049684524536133
25,avatars___20220310--1336--XRZ540,0,0.006075918674468994
26,avatars___20220311--1115--NFU480,0,0.00037211179733276367
27,avatars___20220314--1116--KMD200,0,0.0003465414047241211
28,avatars___20220315--0818--HDZ165,0,0.007159292697906494
29,avatars___20220315--1053--FWC239,0,0.000854790210723877
30,avatars___20220401--0841--PHT202,0,0.010174155235290527
31,avatars___20220406--1314--PGO261,0,0.0064775943756103516
32,avatars___20220407--0816--OYQ923,0,0.0008047819137573242
33,avatars___20220412--1326--BGR645,0,0.00026100873947143555
34,avatars___20220426--1126--SCG995,0,0.0021053552627563477
35,avatars___20220510--0837--WFU321,0,0.0004965066909790039
36,avatars___20220510--1051--OZZ515,0,0.0029183030128479004
37,avatars___20220610--0901--TRP396,0,0.00025212764739990234
38,avatars___20220614--1135--DNM410,0,0.020747900009155273
39,avatars___20220627--0812--BPM833,0,0.00743710994720459
40,avatars___20220705--1055--JPG686,0,0.009271383285522461
41,avatars___20220711--1048--UGU718,0,0.006535947322845459
42,avatars___20220711--1300--BHC106,0,0.005925893783569336
43,avatars___20220712--1040--JEH262,0,0.00019663572311401367
44,avatars___20220714--1031--NAB660,0,0.0069727301597595215
45,avatars___20220726--1314--HNU630,0,0.00040858983993530273
46,avatars___20220727--1059--TMA321,0,0.001003265380859375
47,avatars___20220802--0838--IDD857,0,0.0045130252838134766
48,avatars___20220805--1649--NCU289,0,0.009403467178344727
49,avatars___20220808--0809--DPE040,0,0.0015453100204467773
50,avatars___20220808--1036--IBX730,0,0.000882267951965332
51,avatars___20220809--1034--BJM420,0,0.00013768672943115234
52,avatars___20220809--1321--UTC375,0,0.030750811100006104
53,avatars___20220811--1704--HAZ933,0,0.006058454513549805
54,avatars___20220812--1031--KVG225,0,0.0002632737159729004
55,avatars___20220815--0815--GZL442,0,0.0007314085960388184
56,avatars___20220815--1041--FZC097,0,0.00034230947494506836
57,avatars___20220815--1307--BMP511,0,0.0008970499038696289
58,avatars___20220815--1656--MOP211,0,0.007113039493560791
59,avatars___20220818--1304--VCN655,0,0.0008338093757629395
